Speaker	Utterance	Emotion	Sentiment
Rachel	All right honey, we'd better go if we wanna catch that movie.	neutral	neutral
Monica	Bye!	neutral	neutral

Monica	Bye!	neutral	neutral
All	Bye!	neutral	neutral

All	Bye!	neutral	neutral
Phoebe	Bye Chandler!   I miss you already.	sadness	negative

Phoebe	Bye Chandler!   I miss you already.	sadness	negative
Chandler	Okay, did you see that?! With the inappropriate and the pinching!!	disgust	negative

Chandler	Okay, did you see that?! With the inappropriate and the pinching!!	disgust	negative
Monica	Actually, I did!	surprise	positive
Chandler	Okay, so now do you believe that she's attracted to me?	neutral	neutral
Monica	Ohhh, oh my God! Oh my God! She knows about us!	surprise	negative
Chandler	Are you serious?	surprise	negative
Monica	Phoebe knows and she's just trying to freak us out! That's the only explanation for it!	anger	negative
Chandler	Okay but what about y'know my pinchable butt and my bulging biceps—She knows!	anger	negative

Elizabeth	Ross, umm, you've been in there for a long time. I'm starting to get kinda freaked out.	fear	negative
Ross	All right, I'm coming out. Hey, can you turn the lights off.	neutral	neutral
Elizabeth	No, let's just leave the lights on.	neutral	neutral
Elizabeth	Oh my God!	surprise	negative

Monica	You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go?	anger	negative
Ross	Oh fine.	neutral	neutral
Monica	Ready?  Wrestle!	joy	positive

Monica	Ready?  Wrestle!	joy	positive
Rachel	Okay, y'know what uh, actually, that's great. That helps a lot. Thanks.	neutral	neutral

Joey	All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.	neutral	neutral
Ross	Can we please focus here, a naked man’s life hangs in the balance!	fear	negative
Joey	All right, ladies and gentlemen, let’s poke.	neutral	neutral
Joey	Steady.	neutral	neutral
Joey	Steady.	neutral	neutral
Joey	Okay, a little higher.	neutral	neutral
Joey	Careful of the angle.	neutral	neutral
Joey	Okay, okay, we’re approaching the window  Thread the needle.	neutral	neutral
Joey	Thread the needle.	neutral	neutral
Joey	Okay, retract the device, retract the device.	neutral	neutral
Ross	He does not look happy.	anger	negative

Ross	Can we please focus here, a naked man’s life hangs in the balance!	fear	negative
Phoebe	I’m telling you he’s dead. What we are about to have here is a dead fat guy on a stick.	anger	negative

Phoebe	I’m telling you he’s dead. What we are about to have here is a dead fat guy on a stick.	anger	negative
Joey	All right, ladies and gentlemen, let’s poke.	neutral	neutral
Joey	Steady.	neutral	neutral
Joey	Steady.	neutral	neutral
Joey	Okay, a little higher.	neutral	neutral
Joey	Careful of the angle.	neutral	neutral
Joey	Okay, okay, we’re approaching the window  Thread the needle.	neutral	neutral
Joey	Thread the needle.	neutral	neutral
Phoebe	He’s alive! He’s a-live!!!	joy	positive

Phoebe	He’s alive! He’s a-live!!!	joy	positive
Monica	And yet, we’re still poking him.	disgust	negative

Joey	All right, ladies and gentlemen, let’s poke.	neutral	neutral
Joey	Steady.	neutral	neutral
Joey	Steady.	neutral	neutral
Joey	Okay, a little higher.	neutral	neutral
Joey	Careful of the angle.	neutral	neutral
Joey	Okay, okay, we’re approaching the window  Thread the needle.	neutral	neutral
Joey	Thread the needle.	neutral	neutral
Monica	And yet, we’re still poking him.	disgust	negative
Joey	Okay, retract the device, retract the device.	neutral	neutral

Ross	He does not look happy.	anger	negative
Rachel	Hey-hey, now he’s showing us his poking device.	surprise	positive

Joey	All right, ladies and gentlemen, let’s poke.	neutral	neutral
Joey	Steady.	neutral	neutral
Joey	Steady.	neutral	neutral
Joey	Okay, a little higher.	neutral	neutral
Joey	Careful of the angle.	neutral	neutral
Joey	Okay, okay, we’re approaching the window  Thread the needle.	neutral	neutral
Joey	Thread the needle.	neutral	neutral
Rachel	Hey-hey, now he’s showing us his poking device.	surprise	positive
Joey	Hey, that’s never gonna make it all the way over here, buddy!	anger	negative

Rachel	Well they have uh, some unusual pet names for each other.	sadness	negative
Rachel	Including umm, evil bitch and uh, sick bastard.	disgust	negative
Rachel	Oh God oh!	surprise	negative
Rachel	Contraction!	surprise	negative
Evil Bitch	Are you looking at her?!	anger	negative

Evil Bitch	Are you looking at her?!	anger	negative
Sick Bastard	No!	anger	negative
Evil Bitch	Don’t you look at her you sick bastard!	anger	negative
Sick Bastard	Honey I swear! I wasn’t looking at her!	fear	negative
Evil Bitch	She’s in labor! You like that you sick son of a bitch!	anger	negative

Evil Bitch	She’s in labor! You like that you sick son of a bitch!	anger	negative
Ross	Umm. Umm, I’m-I’m just gonna—	neutral	neutral
Evil Bitch	See? See? It was because you were looking fat pervert!	anger	negative
Ross	No-no, I’m…I’m sure no one was looking. Just want some privacy.	neutral	neutral
Evil Bitch	You miss your girlfriend?	neutral	neutral
Ross	Just ignore them.	neutral	neutral
Ross	Hey! You wanna live to see your baby?!	anger	negative
Evil Bitch	Don’t you talk to my husband like that you stupid bastard!	anger	negative

Rachel	Well they have uh, some unusual pet names for each other.	sadness	negative
Rachel	Including umm, evil bitch and uh, sick bastard.	disgust	negative
Rachel	Oh God oh!	surprise	negative
Rachel	Contraction!	surprise	negative
Ross	Just ignore them.	neutral	neutral
Rachel	Ross.	neutral	neutral
Ross	What? What?	fear	negative
Rachel	He’s looking at me.	neutral	neutral
Ross	Hey! You wanna live to see your baby?!	anger	negative

Phoebe	Pat Sajak?	neutral	neutral
Rachel	Yep!	joy	positive
Phoebe	Alex Trebek?	neutral	neutral
Rachel	Oh, of course!	joy	positive
Phoebe	Chuck Woolery?	neutral	neutral
Rachel	Definitely! Phoebe, you will not find a single game show host, who’s ass I cannot kick.	joy	positive
Rachel	Say it!	joy	positive
Phoebe	Say we are unagi!	joy	positive

Phoebe	Say we are unagi!	joy	positive
Ross	It’s not something you are! It’s something you have!	anger	negative

Rachel	Definitely! Phoebe, you will not find a single game show host, who’s ass I cannot kick.	joy	positive
Rachel	Say it!	joy	positive
Ross	It’s not something you are! It’s something you have!	anger	negative
Rachel	Say it!	joy	positive
Ross	Y’know what? I can easily get out of this, but there is a chance you can get very, very hurt!	anger	negative

Monica	Hey, Rach, can I borrow your eyelash curler, I think I lost mine.	neutral	neutral
Rachel	Yeah, it's in there.	neutral	neutral

Rachel	Yeah, it's in there.	neutral	neutral
Joey	Oh! Ohh! Oh!!	surprise	negative
Joey	Oohh!! Ohh! Oh-oh-oh! Oh-oh!!	surprise	negative
Joey	oooooooooooooohhhhhhhhhhh	surprise	negative

Joey	Oh! Ohh! Oh!!	surprise	negative
Chandler	Joey, can I talk to you for a second?	neutral	neutral
Joey	Oohh!! Ohh! Oh-oh-oh! Oh-oh!!	surprise	negative
Joey	oooooooooooooohhhhhhhhhhh	surprise	negative
Chandler	Yes. Yes.	neutral	neutral
Joey	You?!  And-and you?!	surprise	negative
Joey	How?! When?!	surprise	negative
Chandler	It happened in London.	neutral	neutral
Joey	IN LONDON!!!	surprise	negative
Chandler	The reason we didn't tell anyone was because we didn't want to make a big deal out of it.	neutral	neutral
Joey	But it is a big deal!! I have to tell someone!	surprise	negative
Chandler	No-no-no-no-no! You can't!	fear	negative

Joey	Oohh!! Ohh! Oh-oh-oh! Oh-oh!!	surprise	negative
Joey	oooooooooooooohhhhhhhhhhh	surprise	negative
Joey	You?!  And-and you?!	surprise	negative
Monica	Yes, but you cannot tell anyone! No one knows!	joy	positive
Joey	How?! When?!	surprise	negative
Monica	Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell.	fear	negative
Joey	All right! Man, this is unbelievable! I mean, it's	surprise	negative
Monica	I know, it's great!	joy	positive
Joey	Aww, I don't want to see that!	disgust	negative

Chandler	No-no-no-no-no! You can't!	fear	negative
Monica	Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell.	fear	negative

Joey	Oohh!! Ohh! Oh-oh-oh! Oh-oh!!	surprise	negative
Joey	oooooooooooooohhhhhhhhhhh	surprise	negative
Joey	Aww, I don't want to see that!	disgust	negative
Phoebe	We're so stupid! Do you know what's going on in there? They're trying to take Joey!	sadness	negative

Julie	And my second grade teacher was Ms. Thomas, and my first grade teacher was Mrs. Cobb.	neutral	neutral
Rachel	Mrs., Mrs. Gobb?	neutral	neutral
Julie	No Cobb, as in cobb salad.	neutral	neutral
Rachel	Now, what exactly is in a cobb salad?	neutral	neutral

Chandler	What're we gonna do? What're we gonna do?	fear	negative
Joey	Uh, uh, we'll flip for it. Ducks or clowns.	neutral	neutral
Chandler	Oh, we're gonna flip for the baby?	surprise	negative
Joey	You got a better idea?	neutral	neutral
Chandler	All right, call it in the air.	neutral	neutral
Joey	Heads.	neutral	neutral
Chandler	Heads it is.	neutral	neutral
Joey	Yes! Whew!	joy	positive
Chandler	We have to assign heads to something.	neutral	neutral
Joey	Right. Ok, ok, uh, ducks is heads, because ducks have heads.	neutral	neutral
Chandler	What kind of scary-ass clowns came to your birthday?	anger	negative

Joey	Okay, some tricks of the trade.	neutral	neutral
Joey	Now, I’ve never been able to cry as an actor, so if I’m in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling.	neutral	neutral
Joey	Or ah, or, let’s say I wanna convey that I’ve just done something evil.	neutral	neutral
Joey	That would be the basic ‘I have a fishhook in my eyebrow and I like it’  Okay, let’s say I’ve just gotten bad news, well all I do there is try and divide 232 by 13.	neutral	neutral
Joey	And that’s how it’s done.	neutral	neutral
Joey	Great soap opera acting tonight everybody, class dismissed.	joy	positive
Student	Hey, Mr. Trib.	neutral	neutral
Joey	Hey-hey.	joy	positive

Phoebe	Then I’m gonna have to ask you to keep it down.	neutral	neutral
Mr. Heckles	Who are you?	surprise	negative

Mr. Heckles	Who are you?	surprise	negative
Eric	Hi, I’m Eric, I’m gonna be Chandler’s new roommate.	neutral	neutral
Mr. Heckles	I’m Chandler’s new roommate.	surprise	positive
Eric	I-I-I don’t think so.	surprise	negative
Mr. Heckles	I could be Chandler’s new roommate.	surprise	positive
Eric	But, he told me over the phone.	surprise	negative
Mr. Heckles	He told me in person.	neutral	neutral
Eric	That’s weird.	surprise	negative
Mr. Heckles	Well, I’m going to go into my new apartment now.  Ehh!	joy	positive

Phoebe	Hey! Look who I found!	surprise	positive
Chandler	Oh, hey guys!	joy	positive

Phoebe	Y’know, birds have a very good sense of direction, and I thought maybe they could help us find where the presents are hidden.	neutral	neutral
Chandler	Yes, if the presents are hidden south for the winter.	neutral	neutral

Phoebe	Okay, c’mon guys, show us where the presents are!	neutral	neutral
Chandler	Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that’s as good as garbage?	anger	negative
Phoebe	Hmm, how about my azzz?	neutral	neutral
Phoebe	No, don’t look directly at them!	fear	negative
Chandler	What?	surprise	negative
Phoebe	Alright, no, we could look at them!	neutral	neutral

Phoebe	Hmm, how about my azzz?	neutral	neutral
Rachel	Hey, this is hollow.	neutral	neutral
Phoebe	What?	surprise	negative
Rachel	This bench, it’s hollow! I can’t believe I never knew that!  Oh, the presents!!!	surprise	negative
Phoebe	No, don’t look directly at them!	fear	negative

Phoebe	Alright, no, we could look at them!	neutral	neutral
Monica	I	neutral	neutral

Ross	Hi! I’m so glad you’re here, but it’s gonna be a while. I-I wished you’d called first.	joy	positive
Mrs. Geller	Oh that’s all right, I’m coming back later with your father.	neutral	neutral
Ross	Oh good.	joy	positive
Mrs. Geller	I actually needed to talk to you before the birth.	neutral	neutral
Ross	Okay, what’s up?	neutral	neutral
Mrs. Geller	I brought something that I want to give you, assuming of course that you want it.	neutral	neutral
Ross	Ma, you’re asking me to marry you?	surprise	negative
Mrs. Geller	This is your grandmother’s engagement ring, I want you to give it to Rachel.	joy	positive
Ross	Mom no, come on! Thank you.	surprise	positive
Mrs. Geller	Just hear me out!	fear	negative

Ross	Maybe this would’ve happened if I’d been more nurturing, or I’d paid more attention, or I... had a uterus.	sadness	negative
Ross	I can’t believe this!	sadness	negative
Phoebe	I know no, no, y'know you don’t deserve this, you don’t Ross.	sadness	negative
Phoebe	You’re, you’re really, you’re so good.	sadness	negative
Ross	Thanks.	sadness	negative
Phoebe	And you’re so sweet.  And you’re kind	neutral	neutral
Ross	Thanks.	sadness	negative
Ross	Wait, wait, wait, wait, wait.	surprise	positive
Phoebe	Okay, it’s okay.	neutral	neutral
Ross	Wait, wait, wait.	joy	positive
Ross	My foot is stuck in the pocket.	sadness	negative
Phoebe	What?	surprise	negative
Ross	No, I can’t get it out.	sadness	negative

Rachel	Yeah.  Hi Mark!	surprise	positive
Mark	Hi. I just talked to Joanna, and she loves you. You got it, you got the job.	joy	positive
Rachel	Oh, I did!	surprise	positive
Mark	Yes.	joy	positive
Rachel	Oh my God!!	surprise	positive

Rachel	Oh my God!!	surprise	positive
